800,3,0.8,0.06,1242,1242.0
800,3,0.8,0.1,1247,1247.0
800,3,0.8,0.14,1297,1297.0
800,3,0.9,0.02,1306,1306.0
800,3,0.9,0.06,1353,1353.0
800,3,0.9,0.1,1278,1278.0
800,3,0.9,0.14,1303,1303.0
800,4,0.6,0.02,1468,1468.0
800,4,0.6,0.06,1345,1345.0
800,4,0.6,0.1,1235,1235.0
800,4,0.6,0.14,1285,1285.0
800,4,0.7,0.02,1257,1257.0
800,4,0.7,0.06,1270,1270.0
800,4,0.7,0.1,1226,1226.0
800,4,0.7,0.14,1281,1281.0
800,4,0.8,0.02,1195,1195.0
800,4,0.8,0.06,1225,1225.0
800,4,0.8,0.1,1170,1170.0
800,4,0.8,0.14,1236,1236.0
800,4,0.9,0.02,1303,1303.0
800,4,0.9,0.06,1242,1242.0
800,4,0.9,0.1,1325,1325.0
800,4,0.9,0.14,1327,1327.0
800,5,0.6,0.02,1346,1346.0
800,5,0.6,0.06,1185,1185.0
800,5,0.6,0.1,1264,1264.0
800,5,0.6,0.14,1451,1451.0
800,5,0.7,0.02,1136,1136.0
800,5,0.7,0.06,1351,1351.0
800,5,0.7,0.1,1353,1353.0
800,5,0.7,0.14,1288,1288.0
800,5,0.8,0.02,1240,1240.0
800,5,0.8,0.06,1199,1199.0
800,5,0.8,0.1,1186,1186.0
800,5,0.8,0.14,1250,1250.0
800,5,0.9,0.02,1362,1362.0
800,5,0.9,0.06,1203,1203.0
800,5,0.9,0.1,1352,1352.0
800,5,0.9,0.14,1260,1260.0
